utterance_ID,text,emotion,speaker
7609,Go ! Go ! Go ! Go ! Go ! Go ! Go ! Go ! Go ! Go !,fear,Chandler
7610,Oh my God ! That is David !,surprise,Phoebe
7611,David who ?,neutral,Monica
7612,"David the scientist guy , David that I was in love with , David who went to Russia and broke my heart David !",sadness,Phoebe
7613,Oh my God !,surprise,David
7614,"Oh , you say someone name enough , they turn around .",neutral,Phoebe
7615,Phoebe ?,surprise,David
7616,David ! What ... what are you doing here ? Are not you supposed to be in Russia ?,surprise,Phoebe
7617,"Yeah , I am just , I am just in town for a conference . Umm , God ! you look phenomenal !",surprise,David
7618,Well ... Yeah . You look great too . Did you get a haircut ?,joy,Phoebe
7619,Yeah . Well I ... I got like thirty of them .,neutral,David
7620,Yeah .,neutral,Phoebe
7621,"Oh here , I think this is us . Yeah .",neutral,Ross
7622,Limited seating my ass . Let see who made the cut . Hi !,anger,Monica
7623,I am Monica Gellar . Who do you know the bride and groom ?,neutral,Monica
7624,Used to work with her . Used to ! I am a relative and I did not get invited ! A,anger,Monica
7625,"Stop saying , "" Blood "" to strangers .",disgust,Ross
7626,"So , how about you huh ? How do you know the happy couple ?",anger,Monica
7627,"Okay , you are fine .",neutral,Monica
7628,"Whoa ... whoa , what is it ?",surprise,Joey
7629,Well ... It is a date .,neutral,Phoebe
7630,A date ? !,surprise,Joey
7631,"No , no Pheebs you ... you must be mistaken , because I know you would not schedule a date on the same night you have plans with a friend !",surprise,Joey
7632,"Come on Joey , do not make me feel badly about this .",sadness,Phoebe
7633,"No , I am gonna ! !",anger,Joey
7634,That is right !,anger,Joey
7635,"Yeah , you made me feel really guilty about going out with that girl !",anger,Joey
7636,Like ... like ... like I did something terrible to you !,anger,Joey
7637,"And now Pheebs , you are doing the same thing !",anger,Joey
7638,"That ... It is not the same thing ! This is totally different ! This is with David ! Remember David , the scientist guy ? Okay , he’s very special to me .",anger,Phoebe
7639,"Okay , well my girl from the other night was special . She was a scientist too !",anger,Joey
7640,She was ?,surprise,Phoebe
7641,"Well , she graduated from high school !",anger,Joey
7642,"Okay , whatever .",neutral,Phoebe
7643,You know what ?,neutral,Phoebe
7644,"I do not have time to convince you because he is only here for four hours , and I am gonna go see him !",anger,Phoebe
7645,Fine !,anger,Joey
7646,Yeah !,anger,Phoebe
7647,Fine !,anger,Joey
7648,Yeah !,anger,Phoebe
7649,"What are you still doing here ? ! I told you , lobster ravioli !",anger,Joey
7650,Hey !,joy,Phoebe
7651,"Hey ! Oh , I was just about to leave . I ... I ... I ... I did not think you were coming .",surprise,David
7652,"Oh , I would not miss this .",joy,Phoebe
7653,"Well , I am very glad you are here .",joy,David
7654,"Oh , you are such a gentleman . Come on ! We are going to my place !",joy,Phoebe
7655,Oh ! Yay ! Look ! There is a piece that does not have floor on it !,joy,Rachel
7656,"Hey , come on now !",anger,Rachel
7657,"All right , what are we havin ?",neutral,Joey
7658,Shh ! Get me out of here .,neutral,Phoebe
7659,Oh .,neutral,Rachel
7660,Ross !,surprise,Joey
7661,What ?,neutral,Ross
7662,"Come here , check this out !",surprise,Joey
7663,What ? Is it the comet ?,neutral,Ross
7664,"No ! No ... no . Look , there is a bug stuck in tar right here .",surprise,Joey
7665,"Joey come ... I can not believe ... I bring you here to see the Bapstein ... King comet , one of nature most spectacular phenomenon , and all you care about are bugs stuck in tar and ... and some woman !",anger,Ross
7666,"You know , there is two women dude .",neutral,Joey
7667,Show me where ?,neutral,Ross
7668,Right ... right up here .,neutral,Joey
7669,Joey where is the pipe that was holding the door open ?,neutral,Ross
7670,"I do not know ! Yeah , I do .",anger,Joey
7671,Joey !,anger,Ross
7672,What ? ! All right ... Hey ! Do not look at me ! You are the one who wanted to come up and look for some stupid Burger King comet !,anger,Joey
7673,"It is called the Bapstein ... King comet , okay ? Hey ! Hey ! Bapstein was a very well respected astronomer !",anger,Ross
7674,Oh no ! No ! No !,surprise,Joey
7675,Monica !,neutral,Chandler
7676,She is sleeping .,neutral,Monica
7677,"I know , just quick ... quick question , quick question . Which one was Deep Impact and which one was Armageddon ?",neutral,Chandler
7678,"Deep Impact was the one with Robert Duval , Armageddon is what’s going to happen to you if you wake me up .",neutral,Monica
7679,"Sorry , I just ... can not sleep .",sadness,Chandler
7680,Ooh !,surprise,Chandler
7681,"Where is that book that you are reading with the two women who were ice ... skating and wearing , wearing those hats with the flowers on it ?",neutral,Chandler
7682,Because every time I look at that cover I am like,neutral,Chandler
7683,It is in the living room where there is also a light ! And no one will kick you in the shin .,neutral,Monica
7684,It is not here .,neutral,Tag
7685,"Puzzler . A bit of a puzzle . Why do not you um , check the copy room , maybe you left the contracts in there ?",neutral,Rachel
7686,How could I have left them in the copy room ?,neutral,Tag
7687,I do not know Tag ! How can your genitals make phone calls ? Okay ? It is not a perfect world ! Just go please .,anger,Rachel
7688,Fine .,neutral,Tag
7689,"Man , I am starving ! What the hell was I thinking at dinner ? ! "" Do you want soup or salad ? "" Both ! Always order both !",anger,Joey
7690,"You know , you know I am lookin and I do not think anyone home here .",neutral,Ross
7691,"I say we just break the window , crawl through , and ... and you know explain later .",neutral,Ross
7692,Yeah ? Really ? No one home ?,surprise,Joey
7693,I do not think so . Hello ? When you get in there,neutral,Ross
7694,What ? ! What are you doing ? !,surprise,Monica
7695,Do you know what just happened ?,anger,Chandler
7696,Yeah . We ... we had sex and then we fell asleep .,neutral,Monica
7697,No . We were in the middle of sex ... and you fell asleep .,disgust,Chandler
7698,"Nooo ! No , that is not true . No , best time ever ! Yeah , you rocked my world !",joy,Monica
7699,Oh my God ! How did you get back here ? !,surprise,Phoebe
7700,"Fire alarm ? Oh ! Hi , officer ... fireman , can ... can I help you ?",surprise,Phoebe
7701,We found your fire alarm in the trash chute .,anger,The Fireman
7702,That is not mine .,neutral,Phoebe
7703,Yes it is .,neutral,The Fireman
7704,How do you know ?,neutral,Phoebe
7705,"The next time you want to dump a fire alarm in a trash chute , do not wrap it in a blanket that says , "" Property of Phoebe Buffay not Monica . """,disgust,The Fireman
7706,"Okay do you ... Okay , do you have a search warrant ? Because the last time I checked this was still America !",anger,Phoebe
7707,"Please reattach this , it is against the law to disconnect them .",neutral,The Fireman
7708,Fine ! But please God ... tell me how to stop them from going off !,anger,Phoebe
7709,There is a reset button under the plastic cover .,neutral,The Fireman
7710,There is a reset button ? !,surprise,Phoebe
7711,My God !,surprise,Phoebe
7712,Why did not I see that !,surprise,Phoebe
7713,"Reset button , reset button , where is there a reset button ?",neutral,Phoebe
7714,Oh here it is !,joy,Phoebe
7715,Oh !,surprise,Phoebe
7716,"Ohh , God !",anger,Phoebe
7717,That really was some of your best work .,joy,Monica
7718,"Hm ... hmm , I told you ! I can not believe that I have only got two hours before I call in sick for work .",joy,Chandler
7719,I have to be up in seven minutes .,disgust,Monica
7720,"Well , you are not gonna believe this , but if you have seven minutes",neutral,Chandler
7721,Really ? !,surprise,Monica
7722,Do you wanna ?,joy,Chandler
7723,Okay ! You get the vacuum cleaner and I will get the furniture polish !,joy,Monica
7724,"Hey Ross ! So , I was checking out the uh , real estate section",neutral,Monica
7725,Yeah ?,neutral,Ross
7726,Look at this .,neutral,Monica
7727,"Oh , it looks like mom and dad house .",neutral,Ross
7728,"Oh , it even has a tree with a broken limb out front and the uh , the window in the attic is ... Oh my God !",surprise,Ross
7729,What ? What happened to the window in the attic ? !,surprise,Phoebe
7730,I can not believe mom and dad are selling the house !,anger,Monica
7731,I can not believe they ... they did not even tell us !,anger,Ross
7732,I can not believe I still do not know what happened to the window in the attic !,anger,Phoebe
7733,So basically this is very easy . You read from the script and try to sell as much toner as you possibly can .,neutral,Supervisor
7734,"Okay , I can do that ! Oh , by the way , I love my office .",joy,Phoebe
7735,Why do not we do a trial run .,neutral,Supervisor
7736,"Oh okay . Umm , all right . Hi , this is Phoebe from Empire Office Supplies , can I speak to your supply manager please ?",neutral,Phoebe
7737,I am the supply manager .,neutral,Supervisor
7738,"Umm , okay I would like to talk to you about your toner needs .",neutral,Phoebe
7739,Dad ?,neutral,Ross
7740,I am here !,neutral,Mr. Geller
7741,Hey !,joy,Ross
7742,"Hi . God , it seems like just yesterday you guys used to come out to watch me work .",joy,Mr. Geller
7743,"Dad , we ... we can not believe you are selling the house .",sadness,Ross
7744,"Well , it is time for a new family to start their memories here and hopefully their check will clear before they find the crack in the foundation and the asbestos in the ceiling .",neutral,Mr. Geller
7745,Let grab our stuff and get the hell out of here .,neutral,Ross
7746,I am sorry we can not store your childhood things anymore .,sadness,Mr. Geller
7747,"Oh , that is okay , I can not wait to see everything again ! All of the memories",joy,Monica
7748,"Well , I do not know what in the boxes down here , but I do know there are six or seven Easy Bake Ovens in the attic .",neutral,Mr. Geller
7749,I used to love to play restaurant .,joy,Monica
7750,"Yeah , not as much as you used to love to play uncooked batter eater .",neutral,Ross
7751,"Hey , it is unreasonable to expect a child to wait for a light bulb to cook brownies !",anger,Monica
7752,No ... no wait ... wait ! I can not just let you hang up ! Just please talk to me .,fear,Phoebe
7753,Well ... I only have one thing to do today . I guess I could push it back .,neutral,Earl
7754,"Yeah ! Now , why do you want to kill yourself ?",sadness,Phoebe
7755,"It is just that I uh , have been working for ten years now at this meaningless , dead ... end job and nobody here even knows I exist !",sadness,Earl
7756,Chandler ?,neutral,Phoebe
7757,I ... I am sorry ?,surprise,Earl
7758,"No look , I ... I am sure that people know you exist !",sadness,Phoebe
7759,Oh yeah ?,sadness,Earl
7760,I work in a cubicle surrounded by people .,neutral,Earl
7761,I have been talking to you for five minutes now about killing myself and no one even looked up from their desk .,sadness,Earl
7762,Hang ... hang on .,neutral,Earl
7763,Hey everybody !,neutral,Earl
7764,"Uh , I am gonna kill myself !",neutral,Earl
7765,I got nothing .,sadness,Earl
7766,"Well , she will understand right ? It is not like I did it on purpose .",fear,Mr. Geller
7767,"Dad , that will not matter to her .",neutral,Ross
7768,"Look , all my stuff is safe and dry and all hers is ... is , is growing new stuff !",anger,Ross
7769,"See , this is exactly the kind of thing that makes her think you guys love me more than you love her .",anger,Ross
7770,"Oh my God , does she really thinks that ?",surprise,Mr. Geller
7771,"Well , can you blame her ?",anger,Ross
7772,"Well I do not know , I ... I suppose we may have favored you unconsciously , you were a medical marvel ! The doctor said your mother could",joy,Mr. Geller
7773,"Dad , dad I do not want to hear about it .",sadness,Ross
7774,Really ?,surprise,Mr. Geller
7775,"Well , not right now .",neutral,Ross
7776,"Okay look , Monica came here for some memories and damnit , we are gonna give her some !",sadness,Ross
7777,"Okay , grab ... grab some empty boxes .",neutral,Ross
7778,Okay ?,neutral,Ross
7779,We will ... we will take stuff from mine and whatever we can pass off as hers we will ... we will put em in there .,neutral,Ross
7780,Philadelphia .,neutral,Earl
7781,"Oh my God ! So was she ! Oh , I have got ... I have got goose bumps .",surprise,Phoebe
7782,Really ?,surprise,Earl
7783,"Well , you know I am wearing layers and it is warm .",neutral,Phoebe
7784,Yeah .,neutral,Joey
7785,"But if ... no look , okay . These jerks might not care about you , but the universe does ! And that says a lot !",anger,Phoebe
7786,Did you hear that ? !,surprise,Earl
7787,I do not need you guys to care about me !,anger,Earl
7788,Because the universe cares !,anger,Earl
7789,The whole universe !,anger,Earl
7790,I really wished they would care just a little bit though .,sadness,Earl
7791,"Rach , you are in a great place in your life . Come on , you have got a great job ! Good friends",joy,Monica
7792,"Okay , forward . Forward ... Stop ! Okay , back ... Stop ! Okay , forward ... Stop ! Stop ! Stop !",anger,Ross
7793,"Okay , here is what we are gonna do .",neutral,Phoebe
7794,"Okay , I am gonna break into this mini ... van and put it in neutral .",neutral,Phoebe
7795,You guys push it forward so Ross can drive out of his spot .,neutral,Phoebe
7796,Okay ?,neutral,Phoebe
7797,"All right , here we go .",neutral,Phoebe
7798,Haul ass ! ! !,fear,Phoebe
7799,This one from me .,neutral,Tag
7800,Ahh !,surprise,Rachel
7801,"It was not on your list , but hopefully you will think it is really fun .",joy,Tag
7802,A scooter !,surprise,Rachel
7803,Stick to the list . Always stick to the list .,neutral,Ross
7804,"No ! No ... no , I love it . Thank you .",joy,Rachel
7805,"Okay , open ours next . Open ours next !",joy,Chandler
7806,Okay .,neutral,Rachel
7807,"Now that you are a couple , we do not get two presents from you guys ?",surprise,Joey
7808,For my last birthday you gave me a hug !,disgust,Chandler
7809,Okay .,neutral,Rachel
7810,Happy birthday Grandma !,joy,Rachel
7811,It is better to be over the hill then buried under it .,sadness,Rachel
7812,All our love Monica and Chandler .,neutral,Rachel
7813,"That is funny , yeah !",joy,Rachel
7814,No ... no ... no ... no ! That was the joke !,surprise,Chandler
7815,"No , I know ! I get it ! It is funny !",joy,Rachel
7816,"No , because you are not a grandmother !",sadness,Chandler
7817,"No I know , because to be a grandmother you have to be married and have children and I do not have any of those things .",sadness,Rachel
7818,That is why it is so funny .,neutral,Rachel
7819,All you had to do was buy the card !,anger,Monica
7820,Okay !,neutral,Rachel
7821,You know what ?,neutral,Rachel
7822,I realized it was stupid to get upset about not having a husband and kids .,disgust,Rachel
7823,All I really needed was a plan .,neutral,Rachel
7824,See I wanna have three kids,neutral,Rachel
7825,"Oh let me guess , and you wanna have them all at the same time and you wanna have them for your brother .",neutral,Phoebe
7826,As I was saying ... I should probably have the first of the three kids by the time I am 35 which gives me five years .,neutral,Rachel
7827,I am telling you it is like watching Bambi learn how to walk .,neutral,Rachel
7828,You are drunk ! Mom and dad are gonna be maaaaadd ! Maybe I am a little drunk .,joy,Ross
7829,Hey ! Are those crab cakes ? Did I not tell you to come straight to me when more crab cakes were ready ?,anger,Joey
7830,How are you feeling ?,neutral,Chandler
7831,"You are so handsome ! I wanna make love to you right here , right now !",joy,Monica
7832,I really wish that you would not .,disgust,Ross
7833,"Now all you have to do is just get through a little bit more , okay ?",neutral,Chandler
7834,"Then we can put you in bed , okay ?",neutral,Chandler
7835,Just smile and do not talk to anyone .,neutral,Chandler
7836,Speech ! Speech ! Let hear from the birthday girl ! Huh ?,joy,Phoebe
7837,Pheebs ! !,anger,Chandler
7838,Do not you see ? Everyone looking at me ! The plan working ! I did not even have to take off my top yet !,joy,Phoebe
7839,Speech ! Come on Monica !,joy,Mrs. Geller
7840,Come on !,joy,Ross
7841,Come on ! Speech !,joy,All
7842,"Hey Chandler , you can not keep your hands off her for one second !",joy,Mr. Geller
7843,"Oh ... ho , I think it is nice .",joy,Mrs. Geller
7844,"Okay , is everybody clear ? We are gonna pick it up ... and move it . Now all we need is teamwork , okay ? We are gonna lift the car ...",neutral,Ross
7845,"Ross , I really do not think",sadness,Rachel
7846,Lift ! ! And slide !,anger,Ross
7847,"Okay , here we go .",neutral,Chandler
7848,"All right everyone , lift ! And slide ! !",neutral,Ross
7849,Ah ... ha ! Too cocky !,joy,Phoebe
7850,You know what ? It does not matter ! Because it is not true !,anger,Cecilia
7851,Okay .,neutral,Joey
7852,"And if it were true , how dare you come to me ask me for tips about a character that I’ve been playing for 20 years ... I’ll give you a tip !",anger,Cecilia
7853,Ms . Monroe ... Oh there you go .,surprise,Joey
7854,"Okay look , I have an idea .",neutral,Rachel
7855,"Why do not we , why do not we see what kind of number he has on his speed dial , and then from that we can tell who has more in common with him .",neutral,Rachel
7856,And then whoever does gets the phone .,neutral,Rachel
7857,"All right , first name on the speed dial is mom .",neutral,Rachel
7858,"Ohh , I lost my mom to suicide .",sadness,Phoebe
7859,"Okay no way , you cannot use that to get the cute guy and the last blueberry muffin .",anger,Rachel
7860,Did I use that already today ? I am sorry .,sadness,Phoebe
7861,"Ben , Carlos , David .",neutral,Rachel
7862,"Oh , I win ! He is got Barney’s on his speed dial .",joy,Rachel
7863,"So you do not know that is Barney’s the store ! That can be y’know his friend’s house , or a bar . Who has Barney’s the store on their speed dial ?",anger,Phoebe
7864,His new girlfriend !,joy,Rachel
7865,"No , there is no way ! It can not be Ross !",surprise,Monica
7866,Why is your family Ross ? !,anger,Chandler
7867,He cannot play at our wedding !,anger,Monica
7868,I mean everyone will leave !,anger,Monica
7869,"I mean come on , that is just noise !",anger,Monica
7870,It is not even a song !,anger,Monica
7871,"If you listen very carefully , I think its Celebration by Cool and the Gang .",neutral,Chandler
7872,Hi Pheebs !,joy,Rachel
7873,Hi !,joy,Phoebe
7874,How are you ?,neutral,Rachel
7875,Good .,neutral,Phoebe
7876,"Umm Pheebs , remember when we were in the coffee house we decided that I was going to keep the uh , the cute guy cell phone ?",neutral,Rachel
7877,Yeah .,neutral,Phoebe
7878,And remember how I said I was going to keep it in my purse so that if it rang I could just pick it up ?,neutral,Rachel
7879,Yeah !,neutral,Phoebe
7880,And do you remember going into my purse and stealing the phone ? !,anger,Rachel
7881,"Ooh , now you lost me .",sadness,Phoebe
7882,You stole the phone !,anger,Rachel
7883,No I did not !,anger,Phoebe
7884,"No ? So you are saying that if I called it , it would not ring ?",surprise,Rachel
7885,"No . Umm , okay . But while you dial , let me show you the features of my new ringing handbag . Oh , it does work !",fear,Phoebe
7886,Phoebe !,anger,Rachel
7887,"Well , I feel like a snack !",neutral,Chandler
7888,Do you want some shortbread ? Eh that is Scottish like you are .,neutral,Monica
7889,Oh no thanks . I do not like anything from my Scottish heritage .,disgust,Chandler
7890,What ? !,surprise,Ross
7891,"Well it is just my entire family was run out of Scotland by ... Vikings . Anyway , lots of bad memories .",sadness,Chandler
7892,"Oh well , it sounds to me like your family is ready to uh , rediscover its Scottish roots .",neutral,Ross
7893,You can not play bagpipes at the wedding ! !,anger,Monica
7894,How did you know about that ? !,surprise,Ross
7895,"Okay . Now umm , remember I am still learning .",neutral,Ross
7896,"One , two , three , four !",neutral,Ross
7897,You know the song ! Sing along !,joy,Ross
7898,So ?,neutral,Ross
7899,No !,disgust,Chandler
7900,"Sorry , I just do not like the idea of when I say "" I do , "" he is thinking , "" Yeah , I would do her too ! """,anger,Chandler
7901,Well then we still have a problem .,neutral,Monica
7902,Yeah !,neutral,Chandler
7903,With what ?,neutral,Phoebe
7904,"Well , we are trying to find someone to perform our wedding and they are all either boring or annoying or you know , can not stop staring at the ladies .",disgust,Monica
7905,Oo ! You should have one of us do it !,joy,Phoebe
7906,"Phoebe , we are getting married , married ; not sixth grade married .",neutral,Monica
7907,No ! No ! It is ... it is uh a real thing ! Anyone can get ordained on the Internet and perform like weddings and stuff !,joy,Phoebe
7908,I call it ! !,neutral,Joey
7909,What ? ! No ! It was my idea !,anger,Phoebe
7910,Guys thank you very much but neither of you is marrying us .,neutral,Chandler
7911,Does calling it not mean anything anymore ? !,anger,Joey
7912,"We are going to have a legitimate member of the clergy ! And when I say legitimate I mean , gay and in control of his saliva !",neutral,Chandler
7913,Really ? Like how ?,surprise,Ben
7914,"Well you know , we would umm , repeat everything the other said , or uh , we would jump out of closets to scare each other , or switch the sugar for the salt so they would put salt on their cereal .",neutral,Rachel
7915,That is a good one .,joy,Ben
7916,Yeah ? You like that one ?,surprise,Rachel
7917,"Yeah , you are funny .",joy,Ben
7918,I am funny ?,surprise,Rachel
7919,Oh thank God !,joy,Rachel
7920,"Well hey , I have got a ton of these !",joy,Rachel
7921,"Umm , you uh , you take a quarter , take a quarter and , and you blacken the edge .",neutral,Rachel
7922,Right ?,neutral,Rachel
7923,"And then you say to person , I bet you can not roll this quarter from your forehead to your chin without it leaving your face .",neutral,Rachel
7924,"And then when they do it , they are left with a big black pencil line right down the center of their face .",joy,Rachel
7925,Can I do it to you ?,joy,Ben
7926,"Yeah , I ... I ... I ... I am funny Ben , but I am not stupid . Okay ?",neutral,Rachel
7927,"So , did you uh , find anyone to marry you guys yet ?",neutral,Joey
7928,"No , but Horny for Monica Minister called , wanting to know if we were still together .",disgust,Chandler
7929,We are never gonna find anybody .,sadness,Monica
7930,Well then let me do it !,joy,Joey
7931,Joe,neutral,Chandler
7932,No ... no ... no !,neutral,Joey
7933,"Look , I have been thinking about it .",neutral,Joey
7934,I am an actor right ?,neutral,Joey
7935,So I will not get nervous talking in front of people .,neutral,Joey
7936,"I will not spit , and I will not stare at Monica breasts !",neutral,Joey
7937,Everyone knows I am an ass man !,neutral,Joey
7938,That is true .,neutral,Monica
7939,"Yeah and the most important thing is that it will not be some like , stranger up there who barely knows you .",neutral,Joey
7940,It will be me !,joy,Joey
7941,And I swear I will do a really good job .,joy,Joey
7942,"Plus , you know I love you guys and ... and it would really mean a lot to me .",joy,Joey
7943,It might be kinda cool .,joy,Monica
7944,So I can do it ?,joy,Joey
7945,Coming .,neutral,Rachel
7946,I have a bone to pick with you .,anger,Ross
7947,Uh ... oh .,fear,Rachel
7948,Yes ! Ben learned a little trick .,anger,Ross
7949,Oh yeah ? Did he pull the old,joy,Rachel
7950,That is right ! That is right !,anger,Ross
7951,Oh that .,surprise,Rachel
7952,Yeah that ! You know I hate practical jokes ! They are mean and they are stupid and ... and I do not want my son learning them !,anger,Ross
7953,Oh damnit !,disgust,Ben
7954,No ! Do not say that ! Do not say that !,fear,Rachel
7955,Damn it !,joy,Ben
7956,No do not ! Go back to repeating !,fear,Rachel
7957,Damn it !,joy,Ben
7958,Oh crap !,anger,Rachel
7959,Oh crap !,joy,Ben
7960,"Fine , but I will have you know that once I taught him that stuff he called me Fun Aunt Rachel .",anger,Rachel
7961,And I loved being Fun Aunt Rachel .,anger,Rachel
7962,I am glad you guys were bonding but I,neutral,Ross
7963,"Look he does not have any brothers or sisters , somebody gonna have to teach him this stuff !",sadness,Rachel
7964,And I have not taught him anything that a normal 6 ... year ... old does not know anyway !,anger,Rachel
7965,Crap ! !,anger,Ben
7966,I gotta go !,neutral,Rachel
7967,Hey !,joy,Joey
7968,Hey ... hey .,neutral,Monica
7969,So are guys doing okay ?,neutral,Joey
7970,"Yeah , we talked and Monica made me see that I over reacted a little bit and some things in life are more important .",neutral,Chandler
7971,Honey ! Dinner ready !,joy,Monica
7972,What my little chef got for me tonight ?,joy,Joey
7973,Your favorite !,joy,Monica
7974,"Ho ... ho ... ho , fried stuff with cheese !",joy,Joey
7975,Yep ! And lot of it !,joy,Monica
7976,Thanks sweetheart . Give me a little sugar here . Okay .,joy,Joey
7977,"Okay , in we go .",neutral,Monica
7978,Here we go ! Here we go ! Here we go ! How you doing ?,joy,Joey
7979,Yeah ! So ... so when are you getting married ?,joy,Monica
7980,"Oh I am not , I just like to try these on .",neutral,Megan
7981,I do the same thing .,joy,Rachel
7982,I am just kidding . I am getting married July 25,neutral,Megan
7983,I am just kidding too . I am getting married in December .,joy,Rachel
7984,So when are you getting married ?,neutral,Megan
7985,"Oh , May 15 .",neutral,Monica
7986,"Oooh , it is getting close !",joy,Megan
7987,"So uh , who your photographer ?",neutral,Megan
7988,Jeffrey,neutral,Monica
7989,We met with him . Did he show you the photos of the nude wedding he did ?,neutral,Megan
7990,The best man ? Wow !,surprise,Monica
7991,"I know ! I almost called off my wedding . Oh , who your band ? !",joy,Megan
7992,"Oh , my fiancee wants the Swing Kings .",neutral,Monica
7993,"Oh , you are so lucky . My fiancee wants the heavy metal band Carcass .",sadness,Megan
7994,"Ooh , is that spelled with a C or a K ? Oh my God ! It does not matter ; they are both great !",joy,Phoebe
7995,Oh you know what ?,neutral,Rachel
7996,Now that you know what you want you should go to Kleinman and get it half off .,neutral,Rachel
7997,This place is so overpriced .,disgust,Rachel
7998,"So , does this come in another color or",neutral,Rachel
7999,Oh okay . But you know what ? Be careful . Because a guy who was helping me before had to leave because he hurt his back .,neutral,Kristen
8000,Boyfriend ?,surprise,Joey
8001,No .,neutral,Kristen
8002,I am Joey .,neutral,Joey
8003,Kristen .,neutral,Kristen
8004,"Oh wow , what a beautiful name ! What is it again ?",joy,Joey
8005,Kristen .,neutral,Kristen
8006,Got it ! So,neutral,Joey
8007,"So uh , do you live around here ?",neutral,Kristen
8008,Yeah !,neutral,Joey
8009,Yeah !,neutral,Joey
8010,Right down there .,neutral,Joey
8011,Hey listen ... let me give you a little tip .,neutral,Joey
8012,Do not take a nap on this stoop or you can wake up with your shoes gone .,neutral,Joey
8013,I will remember that .,neutral,Kristen
8014,"Okay . Yeah . Listen would you uh , would you like to have dinner with me tonight ?",neutral,Joey
8015,"Oh I , I have plans tonight .",neutral,Kristen
8016,But how about tomorrow ?,neutral,Kristen
8017,"Sounds great ! Okay , alright , well where does this go ?",joy,Joey
8018,"You look strong , why do not I take that and you grab one of the boxes .",neutral,Kristen
8019,"Okay . Yeah . Yeah , I will grab this one .",neutral,Joey
8020,Well obviously only one of us can keep dating her .,neutral,Ross
8021,"Obviously ! So , how do we decide ?",neutral,Joey
8022,"Well now let ... let look at this objectively , I think I should date her .",neutral,Ross
8023,Uh ... huh . Uh ... huh .,disgust,Joey
8024,"That is interesting , but check this out . I date her",neutral,Ross
8025,Yeah ... yeah I like that but just to go in another direction,neutral,Joey
8026,"Okay , okay . This can go on for a while .",sadness,Ross
8027,Yeah well we should order some food then .,neutral,Joey
8028,"No Joey ! Look why do not , why do not we just let her decide ? Okay ? Hey ... hey , we will each go out with her one more time . And ... and we’ll see who she likes best .",neutral,Ross
8029,That sounds fair .,joy,Joey
8030,Maybe I will take her to that new French restaurant down the street,joy,Ross
8031,Ah yeah ... wait a second now !,anger,Joey
8032,Look we are gonna have to set a spending limit on the date .,neutral,Joey
8033,I do not have the money to take her to a fancy place like that .,anger,Joey
8034,"Well sorry , that is what I do on dates .",neutral,Ross
8035,"All right , well I guess I will just have to do what I do on dates .",neutral,Joey
8036,So let decide on the spending limit,neutral,Ross
8037,"Yeah . Uh , ... a slice ... six dollars ?",neutral,Joey
8038,I was thinking more like a hundred .,neutral,Ross
8039,Okay . Can I borrow 94 dollars ?,neutral,Joey
8040,You spent a hundred dollars . That is the limit . You are screwed !,joy,Joey
8041,"Uh actually , I sent the flowers before the actual date . So technically , technically I didn’t break any rules .",neutral,Ross
8042,Oh ... oh ! So that is the way it is gonna be huh ? Yeah I can break the rules too you know !,anger,Joey
8043,Oh yeah ? What are you gonna do ?,neutral,Ross
8044,I do not know .,anger,Joey
8045,Why am I not surprised ?,neutral,Ross
8046,You know what Ross ? I am not gonna let you get away with this !,anger,Joey
8047,I do not think you have much choice .,neutral,Ross
8048,Well we will see !,anger,Joey
8049,Bye ... bye !,neutral,Ross
8050,Yeah bye ... bye ! Hey ! So just a light layer ?,disgust,Joey
8051,Yes . Yes . Just here and there .,neutral,Ross
8052,Well you have to because maybe it is stupid .,disgust,Rachel
8053,Well it is just while Monica and I were dancing to them it was ... the first time I knew that ... you were the woman I wanted to dance all my dances with .,neutral,Chandler
8054,Oh crap !,joy,Monica
8055,Oh my God ! That guy at the counter is totally checking you out !,surprise,Phoebe
8056,"Really ? My God , he is really cute .",surprise,Monica
8057,Go for it .,joy,Phoebe
8058,"Phoebe , I am engaged !",surprise,Monica
8059,"I am just saying , get his number just in case .",neutral,Phoebe
8060,But no : Chandler is in an accident and can not perform sexually and he would want you to take a lover to satisfy the needs that he can no longer fulfill .,neutral,Phoebe
8061,"Op , can I just tell you something ? Very flattered but umm , I am engaged .",joy,Monica
8062,Well you should be embarrassed .,disgust,Monica
8063,"I did , but that was really fun .",joy,Phoebe
8064,"Oh , great !",joy,Phoebe
8065,"We could not keep our eyes off each other all night and then every once and a while you know , he would kinda lean over and stroke my hair and touch my neck .",joy,Phoebe
8066,"Okay , stop it Phoebe , you are getting me all tingly .",joy,Monica
8067,"All I could think of was you know , "" Is he gonna kiss me ? Is he gonna kiss me ? """,joy,Phoebe
8068,And did he ?,neutral,Monica
8069,"I am a lady Monica , I do not kiss and tell . But this hickey speaks for itself .",joy,Phoebe
8070,"Okay ... okay , I got it . I got it .",neutral,Monica
8071,I just like him so much that I just feel like I have had 10 drinks today and I have only had six .,joy,Phoebe
8072,"Oh , I have not had that feeling since I first started going out with Chandler .",joy,Monica
8073,"Wow , I am never gonna have that feeling again , am I ?",sadness,Monica
8074,You sound like a guy .,neutral,Phoebe
